# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Aug  7 13:50:02 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and disc_facility like '%TESS%',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_massestr not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN default_flag:   Default Parameter Set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_facility:  Discovery Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_refname:     Planetary Parameter Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ttv_flag:       Data show Transit Timing Variations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,default_flag,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,ttv_flag,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
TOI-2803 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,1.96229325,0.00000082,-0.00000082,0,0.03185,0.00052,-0.00052,0,18.114,0.381,-0.359,0,309.8827,26.37976,-22.24799,0,0,,,0,0,1.25,0.02,-0.02,0,1.12,0.06,-0.05,0,494.818,6.647,-6.477
TOI-2818 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.039709,0.0000024,-0.0000023,0,0.0493,0.001,-0.0008,0,15.278,0.516,-0.504,0,225.65817,82.63539,-82.63539,0,0,,,0,0,1.23,0.03,-0.03,0,0.98,0.06,-0.05,0,312.674,2.265,-2.233
TOI-2842 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.5514058,0.0000077,-0.0000078,0,0.0475,0.001,-0.0011,0,12.845,0.572,-0.538,0,117.59651,16.52708,-14.93794,0,0,,,0,0,1.26,0.04,-0.04,0,1.14,0.08,-0.08,0,460.995,7.719,-7.473
TOI-2977 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.3505614,0.0000025,-0.0000025,0,0.03386,0.00067,-0.0005,0,13.159,0.347,-0.303,0,533.95172,82.63539,-79.4571,0,0,,,0,0,1.07,0.02,-0.02,0,0.94,0.06,-0.04,0,,,
TOI-3023 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.9014971,0.0000031,-0.0000031,0,0.0505,0.0015,-0.0009,0,16.432,0.482,-0.359,0,197.05361,31.78284,-28.60456,0,0,,,0,0,1.67,0.05,-0.03,0,1.12,0.11,-0.06,0,389.916,3.196,-3.146
TOI-3235 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230210008H/abstract target=ref>Hobson et al. 2023</a>,2.59261842,0.00000041,-0.00000041,0,0.02709,0.00046,-0.00046,0,11.4,0.493,-0.493,0,211.35589,7.94571,-7.94571,0,0.029,,,1,0,0.37,0.02,-0.02,0,0.39,0.02,-0.02,0,72.811,0.5346,-0.527
TOI-3331 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.0180231,0.0000043,-0.0000044,0,0.03144,0.00048,-0.00055,0,12.98,0.482,-0.482,0,721.47048,50.85255,-50.85255,0,0,0.048,-0.052,0,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,217.193,2.748,-2.681
TOI-3362 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=DONG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...920L..16D/abstract target=ref>Dong et al. 2021</a>,18.09547,0.00003,-0.00003,0,0.153,0.002,-0.003,0,12.801,0.482,-0.46,0,1598.35906,212.30938,-205.31715,0,0.815,0.023,-0.032,0,0,1.83,0.06,-0.05,0,1.45,0.07,-0.07,0,366.987,4.259,-4.164
TOI-3364 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,5.8768918,0.0000069,-0.0000069,0,0.0675,0.0011,-0.0016,0,12.229,0.426,-0.359,0,530.77344,38.13941,-41.31769,0,0,,,0,0,1.42,0.04,-0.03,0,1.19,0.06,-0.08,0,277.899,2.505,-2.461
TOI-3540 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.119999,0.0000079,-0.0000079,0,0.04289,0.00092,-0.00093,0,23.539,,,0,375.03752,44.49598,-44.49598,0,0,,,0,0,1.23,0.03,-0.03,0,1.08,0.07,-0.07,0,,,
TOI-3629 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,3.936551,0.000005,-0.000006,0,0.043,0.002,-0.002,0,8.295,0.224,-0.224,0,82.63539,6.35657,-6.35657,0,0.05,0.05,-0.04,0,0,0.6,0.02,-0.01,0,0.63,0.02,-0.02,0,130.091,0.548,-0.545
TOI-3688 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.246075,0.000012,-0.000012,0,0.0456,0.00089,-0.00098,0,13.081,0.538,-0.493,0,311.47184,31.78284,-34.96112,0,0,,,0,0,1.3,0.04,-0.04,0,1.2,0.07,-0.08,0,396.378,6.03,-5.855
TOI-3693 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,9.088516,0.000026,-0.000027,0,0.0813,0.0011,-0.0012,0,12.599,0.325,-0.258,0,324.18498,76.27882,-69.92225,0,0,0.048,-0.052,0,0,0.79,0.02,-0.01,0,0.87,0.04,-0.04,0,176.436,1.224,-1.208
TOI-3714 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,2.154849,0.000001,-0.000001,0,0.027,0.001,-0.001,0,11.321,0.336,-0.336,0,222.47988,9.53485,-9.53485,0,0.03,0.03,-0.02,0,0,0.51,0.01,-0.01,0,0.53,0.02,-0.02,0,112.71,0.586,-0.579
TOI-3757 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,3.438753,0.000004,-0.000004,0,0.03845,0.00043,-0.00043,0,12,0.4,-0.5,0,85.3,8.8,-8.7,0,0.14,0.06,-0.06,0,0,0.62,0.01,-0.01,0,0.64,0.02,-0.02,0,181.139,1.194,-1.179
TOI-3785 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=POWERS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...44P/abstract target=ref>Powers et al. 2023</a>,4.6747373,0.0000038,-0.0000038,0,0.043,0.001,-0.001,0,5.14,0.16,-0.16,0,14.95,4.1,-3.92,0,0.11,0.1,-0.08,0,0,0.5,0.01,-0.01,0,0.52,0.02,-0.02,0,79.7634,0.2243,-0.223
TOI-3807 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.8989727,0.0000038,-0.0000039,0,0.0421,0.0007,-0.0011,0,18.495,,,-1,330.54154,47.67426,-44.49598,0,0,,,0,0,1.47,0.04,-0.04,0,1.18,0.06,-0.09,0,421.745,4.661,-4.561
TOI-3819 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.2443141,0.0000055,-0.0000055,0,0.04611,0.00069,-0.00096,0,13.137,0.404,-0.392,0,352.78953,57.20911,-63.56568,0,0,,,0,0,1.54,0.04,-0.04,0,1.24,0.06,-0.08,0,558.141,13.045,-12.473
TOI-3884 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,4.5445697,0.0000094,-0.0000094,0,0.0354,0.0014,-0.0014,0,6,0.18,-0.18,0,16.5,3.5,-1.8,0,0.32,,,1,0,0.3,0.01,-0.01,0,0.28,0.01,-0.01,0,43.1448,0.169,-0.1678
TOI-3912 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.4936264,0.0000038,-0.0000038,0,0.0463,0.0012,-0.001,0,14.28,0.46,-0.448,0,129.03833,22.56582,-21.61233,0,0,,,0,0,1.39,0.04,-0.03,0,1.09,0.09,-0.07,0,465.992,6.586,-6.408
TOI-3976 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,6.607662,0.000016,-0.000015,0,0.0743,0.0013,-0.0014,0,12.274,0.404,-0.392,0,55.61997,11.75965,-11.44182,0,0,,,0,0,1.5,0.04,-0.04,0,1.25,0.07,-0.07,0,516.087,5.917,-5.788
TOI-3984 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,4.353326,0.000005,-0.000005,0,0.041,0.002,-0.001,0,7.9,0.24,-0.24,0,44,8.7,-8,0,0.23,,,1,0,0.47,0.01,-0.01,0,0.49,0.02,-0.02,0,108.883,0.433,-0.428
TOI-4010 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,1.348335,0.000003,-0.000002,0,0.0229,0.0002,-0.0002,0,3.02,0.08,-0.08,0,11,1.29,-1.27,0,0.03,0.03,-0.02,0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,177.504,0.994,-0.982
TOI-4010 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,5.414654,0.000007,-0.000007,0,0.058,0.001,-0.001,0,5.93,0.11,-0.12,0,20.31,2.13,-2.11,0,0.03,0.03,-0.02,0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,177.504,0.994,-0.982
TOI-4010 d,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KUNIMOTO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166....7K/abstract target=ref>Kunimoto et al. 2023</a>,14.70886,0.00003,-0.00003,0,0.113,0.001,-0.001,0,6.18,0.14,-0.15,0,38.15,3.27,-3.22,0,0.07,0.03,-0.03,0,0,0.83,0.01,-0.01,0,0.88,0.03,-0.03,0,177.504,0.994,-0.982
TOI-4087 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,3.1774835,0.00000094,-0.00000094,0,0.04469,0.00048,-0.00054,0,13.047,0.28,-0.269,0,232.01474,44.49598,-44.49598,0,0,,,0,0,1.11,0.02,-0.02,0,1.18,0.04,-0.04,0,301.676,2.225,-2.193
TOI-411 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,4.040295,0.000015,-0.000014,0,0.05727,0.00085,-0.00082,0,1.362,0.04,-0.04,0,13.71,,,1,,,,,0,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,62.7792,0.1161,-0.1156
TOI-411 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GARAI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...674A..44G/abstract target=ref>Garai et al. 2023</a>,9.573083,0.000014,-0.000014,0,0.1017,0.0015,-0.0014,0,2.328,0.038,-0.039,0,9.72,,,1,,,,,0,1.12,0.01,-0.01,0,1.1,0.04,-0.04,0,62.7792,0.1161,-0.1156
TOI-4127 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=GUPTA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..234G/abstract target=ref>Gupta et al. 2023</a>,56.39879,0.0001,-0.0001,0,0.3081,0.0055,-0.0058,0,12.285,0.437,-0.359,0,731.00534,34.96112,-34.96112,0,0.7471,0.0078,-0.0086,0,0,1.29,0.05,-0.05,0,1.23,0.07,-0.07,0,319.632,3.351,-3.283
TOI-4137 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.8016122,0.0000065,-0.0000065,0,0.05222,0.00089,-0.00096,0,13.574,0.448,-0.437,0,457.67291,54.03083,-47.67426,0,0,0.048,-0.052,0,0,1.44,0.04,-0.04,0,1.31,0.07,-0.07,0,334.993,3.313,-3.25
TOI-4145 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0664428,0.0000058,-0.0000058,0,0.04823,0.00075,-0.00079,0,13.305,0.359,-0.347,0,136.66622,41.31769,-41.31769,0,0,,,0,0,0.86,0.02,-0.02,0,0.91,0.04,-0.04,0,205.387,1.197,-1.184
TOI-421 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,5.19672,0.00049,-0.00049,0,0.056,0.0018,-0.0018,0,2.68,0.19,-0.18,0,7.17,0.66,-0.66,0,0.163,0.082,-0.071,0,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,74.7969,0.2041,-0.2029
TOI-421 c,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,16.06819,0.00035,-0.00035,0,0.1189,0.0039,-0.0039,0,5.09,0.16,-0.15,0,16.42,1.06,-1.04,0,0.152,0.042,-0.042,0,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,74.7969,0.2041,-0.2029
TOI-431 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,0.490047,0.00001,-0.000007,0,0.0113,0.0002,-0.0003,0,1.28,0.04,-0.04,0,3.07,0.35,-0.35,0,0,,,0,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,32.5686,0.0312,-0.0311
TOI-431 d,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,12.46103,0.00002,-0.00002,0,0.098,0.002,-0.002,0,3.29,0.09,-0.09,0,9.9,1.53,-1.49,0,0,,,0,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,32.5686,0.0312,-0.0311
TOI-4406 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,30.08364,0.00005,-0.00005,0,0.201,0.005,-0.005,0,11.209,0.224,-0.224,0,95.34852,9.53485,-9.53485,0,0.15,0.05,-0.04,0,0,1.29,0.01,-0.01,0,1.19,0.03,-0.03,0,261.834,1.75,-1.726
TOI-4463 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,2.8807198,0.0000028,-0.0000027,0,0.04036,0.00074,-0.00082,0,13.26,0.717,-0.504,0,252.35576,12.39531,-12.71314,0,0,,,0,0,1.06,0.03,-0.02,0,1.06,0.06,-0.06,0,173.117,1.303,-1.285
TOI-4562 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HEITZMANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220810854H/abstract target=ref>Heitzmann et al. 2022</a>,225.11781,0.00025,-0.00022,0,0.768,0.005,-0.005,0,12.53,0.15,-0.15,0,732,152,-149,0,0.76,0.02,-0.02,0,0,1.15,0.05,-0.05,0,1.19,0.06,-0.06,0,339.605,2.528,-2.491
TOI-4603 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,7.24599,0.00022,-0.00021,0,0.0888,0.001,-0.001,0,11.68,0.426,-0.392,0,4096.80817,184.34048,-181.16219,0,0.325,0.02,-0.02,0,0,2.74,0.05,-0.05,0,1.76,0.06,-0.06,0,225.643,2.484,-2.432
TOI-4791 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.28088,0.000022,-0.000023,0,0.0555,0.0011,-0.0012,0,12.442,0.56,-0.56,0,734.18362,101.70509,-104.88337,0,0,,,0,0,1.41,0.04,-0.04,0,1.24,0.07,-0.08,0,328.802,3.696,-3.616
TOI-481 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BRAHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..235B/abstract target=ref>Brahm et al. 2020</a>,10.33111,0.00002,-0.00002,0,0.097,0.001,-0.001,0,11.097,0.112,-0.112,0,486.2799,9.5349,-9.5349,0,0.153,0.006,-0.007,0,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,179.366,1.018,-1.007
TOI-500 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,0.548177,0.000019,-0.000019,0,0.01189,0.00041,-0.0004,0,1.166,0.061,-0.058,0,1.42,0.18,-0.18,0,0.063,0.073,-0.044,0,0,0.68,0.02,-0.02,0,0.74,0.02,-0.02,0,47.3924,0.0473,-0.0473
TOI-5153 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,20.33003,0.00007,-0.00007,0,0.158,0.006,-0.006,0,11.882,0.448,-0.448,0,1036.12061,57.20911,-54.03083,0,0.091,0.024,-0.026,0,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,390.484,4.507,-4.407
TOI-519 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,1.2652328,0.0000005,-0.0000005,0,0.0159,0.0001,-0.0001,0,11.545,0.336,-0.336,0,147.15455,26.06193,-27.9689,0,0.33,,,1,0,0.35,0.01,-0.01,0,0.34,0.01,-0.01,0,115.557,0.937,-0.922
TOI-5205 b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.630757,0.000001,-0.000001,0,0.0199,0.0002,-0.0002,0,11.6,0.3,-0.3,0,343,18,-17,0,0.02,0.02,-0.014,0,0,0.39,0.01,-0.01,0,0.39,0.01,-0.01,0,86.4493,0.4178,-0.4139
TOI-5293 A b,1,Transiting Exoplanet Survey Satellite (TESS),<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.930289,0.000004,-0.000004,0,0.034,0.004,-0.003,0,11.9,0.4,-0.4,0,170.4,21.8,-21.9,0,0.38,,,1,0,0.52,0.02,-0.01,0,0.54,0.02,-0.02,0,162.229,1.316,-1.295
